X,Y,Label
7944,17703,21
7539,18743,21
7473,18215,21
7633,18351,21
7537,18938,21
7711,18844,21
7532,17968,21
7407,19274,21
7561,17760,21
7565,18541,21
7606,19074,21
7695,17510,21
7512,19197,21
7755,18288,21
8375,18651,21
8276,18929,21
8102,18877,21
7809,19511,21
8032,18246,21
8274,17744,21
8075,17819,21
8696,18457,21
8569,18758,21
8943,17561,21
8688,18660,21
8864,19504,21
9123,19517,21
8859,18819,21
9560,18599,21
9895,19884,21
10403,20028,21
10764,20057,21
10940,20888,6
10171,19570,6
10152,19096,6
10624,19318,6
9993,19249,6
9941,20116,6
9788,20181,6
10519,20564,6
10437,20339,6
10057,19285,6
9211,19364,6
9529,20907,6
9186,20318,6
9465,20062,6
9897,20761,6
9408,19634,6
9169,18832,6
9714,20255,6
9617,19967,6
9717,19285,6
10137,19979,6
10017,20046,6
9782,20424,6
9429,18566,6
9557,20125,6
9597,19254,6
9715,20291,6
10348,20384,6
10505,19791,6
10679,20533,6
11161,21187,6
11680,22236,6
12485,19800,6
11593,21576,6
11986,20995,6
11659,20222,6
12129,20582,6
12471,21048,6
12473,21634,6
11798,21550,6
11096,20869,6
10569,20917,6
10278,20768,6
10753,20345,6
10742,21389,6
10625,20957,6
10901,20787,6
11822,20914,6
11239,22117,6
10732,19473,6
10933,19997,6
10901,20922,6
10804,19947,6
11148,20411,6
11223,21401,6
12333,20475,6
11927,21311,6
11731,22450,6
12309,21630,6
11500,21579,6
12247,22008,6
11722,22132,6
11774,24057,6
11793,21195,6
12485,22478,6
12436,21712,6
12954,22044,6
13406,21857,6
12841,22214,7
13341,22503,7
13051,21684,7
14876,22246,7
14798,24151,7
15435,22683,7
15313,20738,7
14248,23002,7
13979,22459,7
13704,22264,7
13242,21468,7
12609,21243,7
12665,22141,7
11938,21040,7
11861,21690,7
11126,20982,7
12051,20242,7
11431,20107,7
11918,21330,7
11471,19833,7
11318,21147,7
11962,21243,7
11224,21946,7
10386,21063,7
9736,20497,7
10252,21068,7
10562,21116,7
10561,21335,7
10144,20028,7
10359,20841,7
10097,19776,7
9948,20590,7
9315,20554,7
9931,21648,7
9856,20305,7
10161,21016,7
10041,21161,7
10250,20923,7
9644,21242,7
10571,21221,7
10297,21844,7
10161,21135,7
10424,20508,7
11329,21705,7
11046,20323,7
9837,20384,7
